the_geom,FECHA_DE_I,TIPO_DE_IN,CODIGO_ARB,ESPECIE,NOMBRE_COM,MUNICIPIO,COMUNA,BARRIO,DIRECCION,LATITUD,LONGITUD,ESTRATO
POINT (-75.5558387 6.21462268),2023 Jul 06 12:00:00 AM,Poda de Mantenimiento,114.080.011.498,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,El Poblado,Altos del Poblado,Calle 16 N 24C-15,"6,21462268","-75,5558387",3
POINT (-75.5850812 6.2145008),2023 Dec 12 12:00:00 AM,Poda de Mantenimiento,115.070.420.143,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Guayabal,Campo Amor,"Carrera 58 N 7-80, Al frente","6,2145008","-75,5850812",3
POINT (-75.5731305 6.21449188),2023 Apr 13 12:00:00 AM,Poda de Mantenimiento,114.190.000.071,Feijoa sellowiana,"Guayaba feijoa, feijoa, freijoa, feijoa aca",Medellín,El Poblado,Manila,Carrera 43F N 12-38,"6,21449188","-75,5731305",3
POINT (-75.5713215 6.21442866),2023 Apr 13 12:00:00 AM,Poda de Mantenimiento,114.190.000.532,Lagerstroemia speciosa,"Flor de reina, reina de las flores, astromelia, embrujo de la india, orgullo de la india, flor de la reina",Medellín,El Poblado,Manila,Cra 43D N 13-23,"6,21442866","-75,5713215",3
POINT (-75.5725931 6.21440197),2023 Apr 13 12:00:00 AM,Poda de Mantenimiento,114.190.000.673,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,El Poblado,Manila,Cra 43E N 12 - 46 pasando la calle,"6,21440197","-75,5725931",3
POINT (-75.5700854 6.21427514),2023 May 02 12:00:00 AM,Poda de Mantenimiento,114.190.200.076,Ficus lyrata,"Caucho lira, lirata, pandurata, ficus lira",Medellín,El Poblado,Manila,Carrera 43A N 11B -  127.,"6,21427514","-75,5700854",3
POINT (-75.5713852 6.214248),2023 Apr 13 12:00:00 AM,Poda de Mantenimiento,114.190.270.008,Plinia cauliflora,"Jaboticaba, guayabo jaboticaba , jabotijaba , yaboticaba , guabira",Medellín,El Poblado,Manila,Cra 43D N 13-09,"6,214248","-75,5713852",3
POINT (-75.5698503 6.21404561),2023 Apr 27 12:00:00 AM,Poda de Mantenimiento,114.050.000.020,Bauhinia picta,"Casco de vaca, pata de vaca, pata de buey",Medellín,El Poblado,Lalinde,Carrera 43A N 12 -  120,"6,21404561","-75,5698503",3
POINT (-75.5700599 6.2140037),2023 May 02 12:00:00 AM,Poda de Mantenimiento,114.190.000.566,Cascabela thevetia,"Catape, Cobalongo",Medellín,El Poblado,Manila,Carrera 43A N 11B -  127.,"6,2140037","-75,5700599",3
POINT (-75.5724075 6.21388877),2023 Apr 12 12:00:00 AM,Poda de Mantenimiento,114.190.000.411,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,El Poblado,Manila,Calle 12 N 43D - 94,"6,21388877","-75,5724075",3
POINT (-75.5724851 6.21383854),2023 Apr 12 12:00:00 AM,Poda de Mantenimiento,114.190.000.668,Bauhinia variegata,"Casco de vaca (variegata), árbol orquídea",Medellín,El Poblado,Manila,Calle 12 N 43D - 99,"6,21383854","-75,5724851",3
POINT (-75.5722576 6.21383811),2023 Apr 12 12:00:00 AM,Poda de Mantenimiento,114.190.000.665,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,El Poblado,Manila,Calle 12 N 43D - 74,"6,21383811","-75,5722576",3
POINT (-75.5723243 6.21377927),2023 Apr 15 12:00:00 AM,Poda de Mantenimiento,114.190.000.666,Kigelia africana,Árbol de las salchichas,Medellín,El Poblado,Manila,Calle 12 N 43D - 87,"6,21377927","-75,5723243",3
POINT (-75.5733793 6.21377068),2023 Apr 12 12:00:00 AM,Poda de Mantenimiento,114.190.000.578,Kigelia africana,Árbol de las salchichas,Medellín,El Poblado,Manila,Carrera 43F N 11A-18,"6,21377068","-75,5733793",3
POINT (-75.5736873 6.21360937),2023 Apr 12 12:00:00 AM,Poda de Mantenimiento,114.190.000.581,Dypsis lutescens,Palma areca,Medellín,El Poblado,Manila,Calle 11A N 43F-25,"6,21360937","-75,5736873",3
POINT (-75.5715932 6.21340409),2023 Apr 13 12:00:00 AM,Poda de Mantenimiento,114.190.000.617,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,El Poblado,Manila,Carrera 43D N 11A-40,"6,21340409","-75,5715932",3
POINT (-75.5756461 6.21332532),2023 May 04 12:00:00 AM,Poda de Mantenimiento,114.190.000.544,Erythrina fusca,"Búcaro, chambul, cachimbo, pisamo",Medellín,El Poblado,Manila,"Carrera 48 N 10-30, Zona verde","6,21332532","-75,5756461",3
POINT (-75.5726007 6.21331834),2023 Apr 12 12:00:00 AM,Poda de Mantenimiento,114.190.000.533,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,El Poblado,Manila,Calle 11A N 43D-88,"6,21331834","-75,5726007",3
POINT (-75.5722318 6.2131906),2023 Apr 12 12:00:00 AM,Poda de Mantenimiento,114.190.000.440,Eugenia myrtifolia,Eugenio,Medellín,El Poblado,Manila,Calle 11A N 43D-46.,"6,2131906","-75,5722318",3
POINT (-75.5728243 6.21255174),2023 Apr 11 12:00:00 AM,Poda de Mantenimiento,114.190.000.521,Brownea stenantha,"Ariza, Florisanto, Clavellino",Medellín,El Poblado,Manila,"Calle 11 N 43D-50, Inspección de Policía 14A, Al frente","6,21255174","-75,5728243",3
POINT (-75.5713727 6.21244388),2023 Apr 11 12:00:00 AM,Poda de Mantenimiento,114.190.000.635,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,El Poblado,Manila,Calle 11 N 43B-50,"6,21244388","-75,5713727",3
POINT (-75.5840359 6.21243831),2023 Jul 26 12:00:00 AM,Poda de Mantenimiento,115.070.001.792,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Guayabal,Campo Amor,"Carrera 54 N 5-96, esquina","6,21243831","-75,5840359",3
POINT (-75.5707592 6.21235049),2023 Apr 11 12:00:00 AM,Poda de Mantenimiento,114.190.180.166,Gmelina arborea,Melina,Medellín,El Poblado,Manila,Carrera 43B N 11 - 51.,"6,21235049","-75,5707592",3
POINT (-75.5711789 6.21232255),2023 Apr 11 12:00:00 AM,Poda de Mantenimiento,114.190.180.182,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,El Poblado,Manila,Calle 11 N 43B-35.,"6,21232255","-75,5711789",3
POINT (-75.5712117 6.21225722),2023 Apr 11 12:00:00 AM,Poda de Mantenimiento,114.190.180.181,Bauhinia variegata,"Casco de vaca (variegata), árbol orquídea",Medellín,El Poblado,Manila,Calle 11 N 43B-16,"6,21225722","-75,5712117",3
POINT (-75.5708262 6.21224883),2023 Apr 11 12:00:00 AM,Poda de Mantenimiento,114.190.180.160,Flacourtia indica,"Cerezo del gobernador, ciruela del gobernador, ciruelo del gobernador, uva lisa",Medellín,El Poblado,Manila,"Carrera 43B N 11 - 36, al frente.","6,21224883","-75,5708262",3
POINT (-75.5711651 6.21216985),2023 Apr 10 12:00:00 AM,Poda de Mantenimiento,114.190.000.626,Bauhinia picta,"Casco de vaca, pata de vaca, pata de buey",Medellín,El Poblado,Manila,"Calle 11 N 43B-50, Al frente, zona verde","6,21216985","-75,5711651",3
POINT (-75.5700197 6.21213145),2023 Apr 27 12:00:00 AM,Poda de Mantenimiento,114.190.000.561,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,El Poblado,Manila,"Carrera 43A N 11A-44, al frente en el separador vial.","6,21213145","-75,5700197",3
POINT (-75.5714721 6.21213044),2023 Apr 10 12:00:00 AM,Poda de Mantenimiento,114.190.000.592,Persea caerulea,"Aguacatillo, curomacho, chichacún, cuco, aguacate cimarrón, laurel aguacatillo",Medellín,El Poblado,Manila,"Calle 11 N 43B-73, al frente.","6,21213044","-75,5714721",3
POINT (-75.5778884 6.21183526),2023 Jul 27 12:00:00 AM,Poda de Mantenimiento,114.210.280.301,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,El Poblado,Patio Bonito,"Carrera 48C N 7, al frente, en la estación del metro, el separador de vías","6,21183526","-75,5778884",3
POINT (-75.5844489 6.21176857),2023 Jul 26 12:00:00 AM,Poda de Mantenimiento,115.070.001.789,Syzygium malaccense,"Pero de agua, pomarroso, pomarroso brasilero, pomarroso brasileño, pomarrosa del Brasil, pera de malaca",Medellín,Guayabal,Campo Amor,Carrera 54 N 5-10,"6,21176857","-75,5844489",3
POINT (-75.5681195 6.21175251),2023 Jul 06 12:00:00 AM,Poda de Mantenimiento,114.050.000.135,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,El Poblado,Lalinde,Calle 11B N 40-103,"6,21175251","-75,5681195",3
POINT (-75.5765092 6.2116881),2023 May 16 12:00:00 AM,Poda de Mantenimiento,114.210.002.077,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,El Poblado,Patio Bonito,"Carrera 48 N 7-274, Costado occidental, Avenida Las Vegas, Politécnico Jaime Isaza Cadavid.","6,2116881","-75,5765092",3
POINT (-75.5584737 6.21143592),2023 Jul 04 12:00:00 AM,Poda de Mantenimiento,114.070.020.515,Dypsis lutescens,Palma areca,Medellín,El Poblado,Las Lomas No.2,Carrera 29C N 10C-50,"6,21143592","-75,5584737",3
POINT (-75.5779547 6.21139277),2023 Jul 27 12:00:00 AM,Poda de Mantenimiento,114.210.280.293,Moquilea tomentosa,Oiti,Medellín,El Poblado,Patio Bonito,"Carrera 48A N 7-01, separador vial de la avenida regional, frente al Politécnico Jaime","6,21139277","-75,5779547",3
POINT (-75.5596731 6.21138278),2023 Jul 05 12:00:00 AM,Poda de Mantenimiento,114.060.000.662,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,El Poblado,Las Lomas No.1,Carrera 30A N 10D-41,"6,21138278","-75,5596731",3
POINT (-75.5779551 6.21138019),2023 Jul 27 12:00:00 AM,Poda de Mantenimiento,114.210.280.296,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,El Poblado,Patio Bonito,"Carrera 48A N 7-01, separador vial de la avenida regional, frente al Politécnico Jaime","6,21138019","-75,5779551",3
